image1.png,|     species
0  Bari2_062|
image1450.png,|     species
0  Bari2_062|
image1451.png,|     species
0  Bari2_062|
image1452.png,|     species
0  Bari2_062|
image1453.png,|     species
0  Bari2_062|
image1454.png,|     species
0  Bari2_062|
image1455.png,|     species
0  Bari2_062|
image1456.png,|     species
0  Bari2_062|
image1457.png,|     species
0  Bari2_062|
image1458.png,|     species
0  Bari2_062|
image1459.png,|     species
0  Bari2_062|
image1460.png,|     species
0  Bari2_062|
image1461.png,|     species
0  Bari2_062|
image1462.png,|     species
0  Bari2_062|
image1463.png,|     species
0  Bari2_062|
image1464.png,|     species
0  Bari2_062|
image1465.png,|     species
0  Bari2_062|
image1466.png,|     species
0  Bari2_062|
image1467.png,|     species
0  Bari2_062|
image1468.png,|     species
0  Bari2_062|
image1469.png,|     species
0  Bari2_062|
image1470.png,|     species
0  Bari2_062|
image1471.png,|     species
0  Bari2_062|
image1472.png,|     species
0  Bari2_062|
image1473.png,|     species
0  Bari2_062|
image1474.png,|     species
0  Bari2_062|
image1475.png,|     species
0  Bari2_062|
image1476.png,|     species
0  Bari2_062|
image1477.png,|     species
0  Bari2_062|
image1478.png,|     species
0  Bari2_062|
image1479.png,|     species
0  Bari2_062|
image1480.png,|     species
0  Bari2_062|
image1481.png,|     species
0  Bari2_062|
image1482.png,|     species
0  Bari2_062|
image1483.png,|     species
0  Bari2_062|
image1484.png,|     species
0  Bari2_062|
image1485.png,|     species
0  Bari2_062|
image1486.png,|     species
0  Bari2_062|
image1487.png,|     species
0  Bari2_062|
image1488.png,|     species
0  Bari2_062|
image1489.png,|     species
0  Bari2_062|
image1490.png,|     species
0  Bari2_062|
image1491.png,|     species
0  Bari2_062|
image1492.png,|     species
0  Bari2_062|
image1493.png,|     species
0  Bari2_062|
image1494.png,|     species
0  Bari2_062|
image1495.png,|     species
0  Bari2_062|
image1496.png,|     species
0  Bari2_062|
image1497.png,|     species
0  Bari2_062|
image1498.png,|     species
0  Bari2_062|
image1499.png,|     species
0  Bari2_062|
image1500.png,|     species
0  Bari2_062|
image1501.png,|     species
0  Bari2_062|
image1502.png,|     species
0  Bari2_062|
image1503.png,|     species
0  Bari2_062|
image1504.png,|     species
0  Bari2_062|
image1505.png,|     species
0  Bari2_062|
image1506.png,|     species
0  Bari2_062|
image1507.png,|     species
0  Bari2_062|
image1508.png,|     species
0  Bari2_062|
image1509.png,|     species
0  Bari2_062|
image1510.png,|     species
0  Bari2_062|
image1511.png,|     species
0  Bari2_062|
image1512.png,|     species
0  Bari2_062|
image1513.png,|     species
0  Bari2_062|
image1514.png,|     species
0  Bari2_062|
image1515.png,|     species
0  Bari2_062|
image1516.png,|     species
0  Bari2_062|
image1517.png,|     species
0  Bari2_062|
image1518.png,|     species
0  Bari2_062|
image1519.png,|     species
0  Bari2_062|
image1520.png,|     species
0  Bari2_062|
image1521.png,|     species
0  Bari2_062|
image1522.png,|     species
0  Bari2_062|
image1523.png,|     species
0  Bari2_062|
image1524.png,|     species
0  Bari2_062|
image1525.png,|     species
0  Bari2_062|
image1526.png,|     species
0  Bari2_062|
image1527.png,|     species
0  Bari2_062|
image1528.png,|     species
0  Bari2_062|
image1529.png,|     species
0  Bari2_062|
image1530.png,|     species
0  Bari2_062|
image1531.png,|     species
0  Bari2_062|
image1532.png,|     species
0  Bari2_062|
image1533.png,|     species
0  Bari2_062|
image1534.png,|     species
0  Bari2_062|
image1535.png,|     species
0  Bari2_062|
image1536.png,|     species
0  Bari2_062|
image1537.png,|     species
0  Bari2_062|
image1538.png,|     species
0  Bari2_062|
image1539.png,|     species
0  Bari2_062|
image1540.png,|     species
0  Bari2_062|
image1541.png,|     species
0  Bari2_062|
image1542.png,|     species
0  Bari2_062|
image1543.png,|     species
0  Bari2_062|
image1544.png,|     species
0  Bari2_062|
image1545.png,|     species
0  Bari2_062|
image1546.png,|     species
0  Bari2_062|
image1547.png,|     species
0  Bari2_062|
image1548.png,|     species
0  Bari2_062|
image1549.png,|     species
0  Bari2_062|
image1550.png,|     species
0  Bari2_062|
image1551.png,|     species
0  Bari2_062|
image1552.png,|     species
0  Bari2_062|
image1553.png,|     species
0  Bari2_062|
image1554.png,|     species
0  Bari2_062|
image1555.png,|     species
0  Bari2_062|
image1556.png,|     species
0  Bari2_062|
image1557.png,|     species
0  Bari2_062|
image1558.png,|     species
0  Bari2_062|
image1559.png,|     species
0  Bari2_062|
image1560.png,|     species
0  Bari2_062|
image1561.png,|     species
0  Bari2_062|
image1562.png,|     species
0  Bari2_062|
image1563.png,|     species
0  Bari2_062|
image1564.png,|     species
0  Bari2_062|
image1565.png,|     species
0  Bari2_062|
image1566.png,|     species
0  Bari2_062|
image1567.png,|     species
0  Bari2_062|
image1568.png,|     species
0  Bari2_062|
image1569.png,|     species
0  Bari2_062|
image1570.png,|     species
0  Bari2_062|
image1571.png,|     species
0  Bari2_062|
image1572.png,|     species
0  Bari2_062|
image1573.png,|     species
0  Bari2_062|
image1574.png,|     species
0  Bari2_062|
image1575.png,|     species
0  Bari2_062|
image1576.png,|     species
0  Bari2_062|
image1577.png,|     species
0  Bari2_062|
image1578.png,|     species
0  Bari2_062|
image1579.png,|     species
0  Bari2_062|
image1580.png,|     species
0  Bari2_062|
image1581.png,|     species
0  Bari2_062|
image1582.png,|     species
0  Bari2_062|
image1583.png,|     species
0  Bari2_062|
image1584.png,|     species
0  Bari2_062|
image1585.png,|     species
0  Bari2_062|
image1586.png,|     species
0  Bari2_062|
image1587.png,|     species
0  Bari2_062|
image1588.png,|     species
0  Bari2_062|
image1589.png,|     species
0  Bari2_062|
image1590.png,|     species
0  Bari2_062|
image1591.png,|     species
0  Bari2_062|
image1592.png,|     species
0  Bari2_062|
image1593.png,|     species
0  Bari2_062|
image1594.png,|     species
0  Bari2_062|
image1595.png,|     species
0  Bari2_062|
image1596.png,|     species
0  Bari2_062|
image1597.png,|     species
0  Bari2_062|
image1598.png,|     species
0  Bari2_062|
image1599.png,|     species
0  Bari2_062|
image1600.png,|     species
0  Bari2_062|
image1601.png,|     species
0  Bari2_062|
image1602.png,|     species
0  Bari2_062|
image1603.png,|     species
0  Bari2_062|
image1604.png,|     species
0  Bari2_062|
image1605.png,|     species
0  Bari2_062|
image1606.png,|     species
0  Bari2_062|
image1607.png,|     species
0  Bari2_062|
image1608.png,|     species
0  Bari2_062|
image1609.png,|     species
0  Bari2_062|
image1610.png,|     species
0  Bari2_062|
image1611.png,|     species
0  Bari2_062|
image1612.png,|     species
0  Bari2_062|
image1613.png,|     species
0  Bari2_062|
image1614.png,|     species
0  Bari2_062|
image1615.png,|     species
0  Bari2_062|
image1616.png,|     species
0  Bari2_062|
image1617.png,|     species
0  Bari2_062|
image1618.png,|     species
0  Bari2_062|
image1619.png,|     species
0  Bari2_062|
image1620.png,|     species
0  Bari2_062|
image1621.png,|     species
0  Bari2_062|
image1622.png,|     species
0  Bari2_062|
image1623.png,|     species
0  Bari2_062|
image1624.png,|     species
0  Bari2_062|
image1625.png,|     species
0  Bari2_062|
image1626.png,|     species
0  Bari2_062|
image1627.png,|     species
0  Bari2_062|
image1628.png,|     species
0  Bari2_062|
image1629.png,|     species
0  Bari2_062|
image1630.png,|     species
0  Bari2_062|
image1631.png,|     species
0  Bari2_062|
image1632.png,|     species
0  Bari2_062|
image1633.png,|     species
0  Bari2_062|
image1634.png,|     species
0  Bari2_062|
image1635.png,|     species
0  Bari2_062|
image1636.png,|     species
0  Bari2_062|
image1637.png,|     species
0  Bari2_062|
image1638.png,|     species
0  Bari2_062|
image1639.png,|     species
0  Bari2_062|
image1640.png,|     species
0  Bari2_062|
image1641.png,|     species
0  Bari2_062|
image1642.png,|     species
0  Bari2_062|
image1643.png,|     species
0  Bari2_062|
image1644.png,|     species
0  Bari2_062|
image1645.png,|     species
0  Bari2_062|
image1646.png,|     species
0  Bari2_062|
image1647.png,|     species
0  Bari2_062|
image1648.png,|     species
0  Bari2_062|
image1649.png,|     species
0  Bari2_062|
image1650.png,|     species
0  Bari2_062|
image1651.png,|     species
0  Bari2_062|
image1652.png,|     species
0  Bari2_062|
image1653.png,|     species
0  Bari2_062|
image1654.png,|     species
0  Bari2_062|
image1655.png,|     species
0  Bari2_062|
image1656.png,|     species
0  Bari2_062|
image1657.png,|     species
0  Bari2_062|
image1658.png,|     species
0  Bari2_062|
image1659.png,|     species
0  Bari2_062|
image1660.png,|     species
0  Bari2_062|
image1661.png,|     species
0  Bari2_062|
image1662.png,|     species
0  Bari2_062|
image1663.png,|     species
0  Bari2_062|
image1664.png,|     species
0  Bari2_062|
image1665.png,|     species
0  Bari2_062|
image1666.png,|     species
0  Bari2_062|
image1667.png,|     species
0  Bari2_062|
image1668.png,|     species
0  Bari2_062|
image1669.png,|     species
0  Bari2_062|
image1670.png,|     species
0  Bari2_062|
image1671.png,|     species
0  Bari2_062|
image1672.png,|     species
0  Bari2_062|
image1673.png,|     species
0  Bari2_062|
image1674.png,|     species
0  Bari2_062|
image1675.png,|     species
0  Bari2_062|
image1676.png,|     species
0  Bari2_062|
image1677.png,|     species
0  Bari2_062|
image1678.png,|     species
0  Bari2_062|
image1679.png,|     species
0  Bari2_062|
image1680.png,|     species
0  Bari2_062|
image1681.png,|     species
0  Bari2_062|
image1682.png,|     species
0  Bari2_062|
image1683.png,|     species
0  Bari2_062|
image1684.png,|     species
0  Bari2_062|
image1685.png,|     species
0  Bari2_062|
image1686.png,|     species
0  Bari2_062|
image1687.png,|     species
0  Bari2_062|
image1688.png,|     species
0  Bari2_062|
image1689.png,|     species
0  Bari2_062|
image1690.png,|     species
0  Bari2_062|
image1691.png,|     species
0  Bari2_062|
image1692.png,|     species
0  Bari2_062|
image1693.png,|     species
0  Bari2_062|
image1694.png,|     species
0  Bari2_062|
image1695.png,|     species
0  Bari2_062|
image1696.png,|     species
0  Bari2_062|
image1697.png,|     species
0  Bari2_062|
image1698.png,|     species
0  Bari2_062|
image1699.png,|     species
0  Bari2_062|
image1700.png,|     species
0  Bari2_062|
image1701.png,|     species
0  Bari2_062|
image1702.png,|     species
0  Bari2_062|
image1703.png,|     species
0  Bari2_062|
image1704.png,|     species
0  Bari2_062|
image1705.png,|     species
0  Bari2_062|
image1706.png,|     species
0  Bari2_062|
image1707.png,|     species
0  Bari2_062|
image1708.png,|     species
0  Bari2_062|
image1709.png,|     species
0  Bari2_062|
image1710.png,|     species
0  Bari2_062|
image1711.png,|     species
0  Bari2_062|
image1712.png,|     species
0  Bari2_062|
image1713.png,|     species
0  Bari2_062|
image1714.png,|     species
0  Bari2_062|
image1715.png,|     species
0  Bari2_062|
image1716.png,|     species
0  Bari2_062|
image1717.png,|     species
0  Bari2_062|
image1718.png,|     species
0  Bari2_062|
image1719.png,|     species
0  Bari2_062|
image1720.png,|     species
0  Bari2_062|
image1721.png,|     species
0  Bari2_062|
image1722.png,|     species
0  Bari2_062|
image1723.png,|     species
0  Bari2_062|
image1724.png,|     species
0  Bari2_062|
image1725.png,|     species
0  Bari2_062|
image1726.png,|     species
0  Bari2_062|
image1727.png,|     species
0  Bari2_062|
image1728.png,|     species
0  Bari2_062|
image1729.png,|     species
0  Bari2_062|
image1730.png,|     species
0  Bari2_062|
image1731.png,|     species
0  Bari2_062|
image1732.png,|     species
0  Bari2_062|
image1733.png,|     species
0  Bari2_062|
image1734.png,|     species
0  Bari2_062|
image1735.png,|     species
0  Bari2_062|
image1736.png,|     species
0  Bari2_062|
image1737.png,|     species
0  Bari2_062|
image1738.png,|     species
0  Bari2_062|
image1739.png,|     species
0  Bari2_062|
image1740.png,|     species
0  Bari2_062|
image1741.png,|     species
0  Bari2_062|
image1742.png,|     species
0  Bari2_062|
image1743.png,|     species
0  Bari2_062|
image1744.png,|     species
0  Bari2_062|
image1745.png,|     species
0  Bari2_062|
image1746.png,|     species
0  Bari2_062|
image1747.png,|     species
0  Bari2_062|
image1748.png,|     species
0  Bari2_062|
image1749.png,|     species
0  Bari2_062|
image1750.png,|     species
0  Bari2_062|
image1751.png,|     species
0  Bari2_062|
image1752.png,|     species
0  Bari2_062|
image1753.png,|     species
0  Bari2_062|
image1754.png,|     species
0  Bari2_062|
image1755.png,|     species
0  Bari2_062|
image1756.png,|     species
0  Bari2_062|
image1757.png,|     species
0  Bari2_062|
image1758.png,|     species
0  Bari2_062|
image1759.png,|     species
0  Bari2_062|
image1760.png,|     species
0  Bari2_062|
image1761.png,|     species
0  Bari2_062|
image1762.png,|     species
0  Bari2_062|
image1763.png,|     species
0  Bari2_062|
image1764.png,|     species
0  Bari2_062|
image1765.png,|     species
0  Bari2_062|
image1766.png,|     species
0  Bari2_062|
image1767.png,|     species
0  Bari2_062|
image1768.png,|     species
0  Bari2_062|
image1769.png,|     species
0  Bari2_062|
image1770.png,|     species
0  Bari2_062|
image1771.png,|     species
0  Bari2_062|
image1772.png,|     species
0  Bari2_062|
image1773.png,|     species
0  Bari2_062|
image1774.png,|     species
0  Bari2_062|
image1775.png,|     species
0  Bari2_062|
image1776.png,|     species
0  Bari2_062|
image1777.png,|     species
0  Bari2_062|
image1778.png,|     species
0  Bari2_062|
image1779.png,|     species
0  Bari2_062|
image1780.png,|     species
0  Bari2_062|
image1781.png,|     species
0  Bari2_062|
image1782.png,|     species
0  Bari2_062|
image1783.png,|     species
0  Bari2_062|
image1784.png,|     species
0  Bari2_062|
image1785.png,|     species
0  Bari2_062|
image1786.png,|     species
0  Bari2_062|
image1787.png,|     species
0  Bari2_062|
image1788.png,|     species
0  Bari2_062|
image1789.png,|     species
0  Bari2_062|
image1790.png,|     species
0  Bari2_062|
image1791.png,|     species
0  Bari2_062|
image1792.png,|     species
0  Bari2_062|
image1793.png,|     species
0  Bari2_062|
image1794.png,|     species
0  Bari2_062|
image1795.png,|     species
0  Bari2_062|
image1796.png,|     species
0  Bari2_062|
image1797.png,|     species
0  Bari2_062|
image1798.png,|     species
0  Bari2_062|
image1799.png,|     species
0  Bari2_062|
image1800.png,|     species
0  Bari2_062|
image1801.png,|     species
0  Bari2_062|
image1802.png,|     species
0  Bari2_062|
image1803.png,|     species
0  Bari2_062|
image1804.png,|     species
0  Bari2_062|
image1805.png,|     species
0  Bari2_062|
image1806.png,|     species
0  Bari2_062|
image1807.png,|     species
0  Bari2_062|
image1808.png,|     species
0  Bari2_062|
image1809.png,|     species
0  Bari2_062|
image1810.png,|     species
0  Bari2_062|
image1811.png,|     species
0  Bari2_062|
image1812.png,|     species
0  Bari2_062|
image1813.png,|     species
0  Bari2_062|
image1814.png,|     species
0  Bari2_062|
image1815.png,|     species
0  Bari2_062|
image1816.png,|     species
0  Bari2_062|
image1817.png,|     species
0  Bari2_062|
image1818.png,|     species
0  Bari2_062|
image1819.png,|     species
0  Bari2_062|
image1820.png,|     species
0  Bari2_062|
image1821.png,|     species
0  Bari2_062|
image1822.png,|     species
0  Bari2_062|
image1823.png,|     species
0  Bari2_062|
image1824.png,|     species
0  Bari2_062|
image1825.png,|     species
0  Bari2_062|
image1826.png,|     species
0  Bari2_062|
image1827.png,|     species
0  Bari2_062|
image1828.png,|     species
0  Bari2_062|
image1829.png,|     species
0  Bari2_062|
image1830.png,|     species
0  Bari2_062|
image1831.png,|     species
0  Bari2_062|
image1832.png,|     species
0  Bari2_062|
image1833.png,|     species
0  Bari2_062|
image1834.png,|     species
0  Bari2_062|
image1835.png,|     species
0  Bari2_062|
image1836.png,|     species
0  Bari2_062|
image1837.png,|     species
0  Bari2_062|
image1838.png,|     species
0  Bari2_062|
image1839.png,|     species
0  Bari2_062|
image1840.png,|     species
0  Bari2_062|
image1841.png,|     species
0  Bari2_062|
image1842.png,|     species
0  Bari2_062|
image1843.png,|     species
0  Bari2_062|
image1844.png,|     species
0  Bari2_062|
image1845.png,|     species
0  Bari2_062|
image1846.png,|     species
0  Bari2_062|
image1847.png,|     species
0  Bari2_062|
image1848.png,|     species
0  Bari2_062|
image1849.png,|     species
0  Bari2_062|
image1850.png,|     species
0  Bari2_062|
image1851.png,|     species
0  Bari2_062|
image1852.png,|     species
0  Bari2_062|
image1853.png,|     species
0  Bari2_062|
image1854.png,|     species
0  Bari2_062|
image1855.png,|     species
0  Bari2_062|
image1856.png,|     species
0  Bari2_062|
image1857.png,|     species
0  Bari2_062|
image1858.png,|     species
0  Bari2_062|
image1859.png,|     species
0  Bari2_062|
image1860.png,|     species
0  Bari2_062|
image1861.png,|     species
0  Bari2_062|
image1862.png,|     species
0  Bari2_062|
image1863.png,|     species
0  Bari2_062|
image1864.png,|     species
0  Bari2_062|
image1865.png,|     species
0  Bari2_062|
image1866.png,|     species
0  Bari2_062|
image1867.png,|     species
0  Bari2_062|
image1868.png,|     species
0  Bari2_062|
image1869.png,|     species
0  Bari2_062|
image1870.png,|     species
0  Bari2_062|
image1871.png,|     species
0  Bari2_062|
image1872.png,|     species
0  Bari2_062|
image1873.png,|     species
0  Bari2_062|
image1874.png,|     species
0  Bari2_062|
image1875.png,|     species
0  Bari2_062|
image1876.png,|     species
0  Bari2_062|
image1877.png,|     species
0  Bari2_062|
image1878.png,|     species
0  Bari2_062|
image1879.png,|     species
0  Bari2_062|
image1880.png,|     species
0  Bari2_062|
image1881.png,|     species
0  Bari2_062|
image1882.png,|     species
0  Bari2_062|
image1883.png,|     species
0  Bari2_062|
image1884.png,|     species
0  Bari2_062|
image1885.png,|     species
0  Bari2_062|
image1886.png,|     species
0  Bari2_062|
image1887.png,|     species
0  Bari2_062|
image1888.png,|     species
0  Bari2_062|
image1889.png,|     species
0  Bari2_062|
image1890.png,|     species
0  Bari2_062|
image1891.png,|     species
0  Bari2_062|
image1892.png,|     species
0  Bari2_062|
image1893.png,|     species
0  Bari2_062|
image1894.png,|     species
0  Bari2_062|
image1895.png,|     species
0  Bari2_062|
image1896.png,|     species
0  Bari2_062|
image1897.png,|     species
0  Bari2_062|
image1898.png,|     species
0  Bari2_062|
image1899.png,|     species
0  Bari2_062|
image1900.png,|     species
0  Bari2_062|
image1901.png,|     species
0  Bari2_062|
image1902.png,|     species
0  Bari2_062|
image1903.png,|     species
0  Bari2_062|
image1904.png,|     species
0  Bari2_062|
image1905.png,|     species
0  Bari2_062|
image1906.png,|     species
0  Bari2_062|
image1907.png,|     species
0  Bari2_062|
image1908.png,|     species
0  Bari2_062|
image1909.png,|     species
0  Bari2_062|
image1910.png,|     species
0  Bari2_062|
image1911.png,|     species
0  Bari2_062|
image1912.png,|     species
0  Bari2_062|
image1913.png,|     species
0  Bari2_062|
image1914.png,|     species
0  Bari2_062|
image1915.png,|     species
0  Bari2_062|
image1916.png,|     species
0  Bari2_062|
image1917.png,|     species
0  Bari2_062|
image1918.png,|     species
0  Bari2_062|
image1919.png,|     species
0  Bari2_062|
image1920.png,|     species
0  Bari2_062|
image1921.png,|     species
0  Bari2_062|
image1922.png,|     species
0  Bari2_062|
image1923.png,|     species
0  Bari2_062|
image1924.png,|     species
0  Bari2_062|
image1925.png,|     species
0  Bari2_062|
image1926.png,|     species
0  Bari2_062|
image1927.png,|     species
0  Bari2_062|
image1928.png,|     species
0  Bari2_062|
image1929.png,|     species
0  Bari2_062|
image1930.png,|     species
0  Bari2_062|
image1931.png,|     species
0  Bari2_062|
image1932.png,|     species
0  Bari2_062|
image1933.png,|     species
0  Bari2_062|
image1934.png,|     species
0  Bari2_062|
image1935.png,|     species
0  Bari2_062|
image1936.png,|     species
0  Bari2_062|
image1937.png,|     species
0  Bari2_062|
image1938.png,|     species
0  Bari2_062|
image1939.png,|     species
0  Bari2_062|
image1940.png,|     species
0  Bari2_062|
image1941.png,|     species
0  Bari2_062|
image1942.png,|     species
0  Bari2_062|
image1943.png,|     species
0  Bari2_062|
image1944.png,|     species
0  Bari2_062|
image1945.png,|     species
0  Bari2_062|
image1946.png,|     species
0  Bari2_062|
image1947.png,|     species
0  Bari2_062|
image1948.png,|     species
0  Bari2_062|
image1949.png,|     species
0  Bari2_062|
image1950.png,|     species
0  Bari2_062|
image1951.png,|     species
0  Bari2_062|
image1952.png,|     species
0  Bari2_062|
image1953.png,|     species
0  Bari2_062|
image1954.png,|     species
0  Bari2_062|
image1955.png,|     species
0  Bari2_062|
image1956.png,|     species
0  Bari2_062|
image1957.png,|     species
0  Bari2_062|
image1958.png,|     species
0  Bari2_062|
image1959.png,|     species
0  Bari2_062|
image1960.png,|     species
0  Bari2_062|
image1961.png,|     species
0  Bari2_062|
image1962.png,|     species
0  Bari2_062|
image1963.png,|     species
0  Bari2_062|
image1964.png,|     species
0  Bari2_062|
image1965.png,|     species
0  Bari2_062|
image1966.png,|     species
0  Bari2_062|
image1967.png,|     species
0  Bari2_062|
image1968.png,|     species
0  Bari2_062|
image1969.png,|     species
0  Bari2_062|
image1970.png,|     species
0  Bari2_062|
image1971.png,|     species
0  Bari2_062|
image1972.png,|     species
0  Bari2_062|
image1973.png,|     species
0  Bari2_062|
image1974.png,|     species
0  Bari2_062|
image1975.png,|     species
0  Bari2_062|
image1976.png,|     species
0  Bari2_062|
image1977.png,|     species
0  Bari2_062|
image1978.png,|     species
0  Bari2_062|
image1979.png,|     species
0  Bari2_062|
image1980.png,|     species
0  Bari2_062|
image1981.png,|     species
0  Bari2_062|
image1982.png,|     species
0  Bari2_062|
image1983.png,|     species
0  Bari2_062|
image1984.png,|     species
0  Bari2_062|
image1985.png,|     species
0  Bari2_062|
image1986.png,|     species
0  Bari2_062|
image1987.png,|     species
0  Bari2_062|
image1988.png,|     species
0  Bari2_062|
image1989.png,|     species
0  Bari2_062|
image1990.png,|     species
0  Bari2_062|
image1991.png,|     species
0  Bari2_062|
image1992.png,|     species
0  Bari2_062|
image1993.png,|     species
0  Bari2_062|
image1994.png,|     species
0  Bari2_062|
image1995.png,|     species
0  Bari2_062|
image1996.png,|     species
0  Bari2_062|
image1997.png,|     species
0  Bari2_062|
image1998.png,|     species
0  Bari2_062|
image1999.png,|     species
0  Bari2_062|
image2000.png,|     species
0  Bari2_062|
image2001.png,|     species
0  Bari2_062|
image2002.png,|     species
0  Bari2_062|
image2003.png,|     species
0  Bari2_062|
image2004.png,|     species
0  Bari2_062|
image2005.png,|     species
0  Bari2_062|
image2006.png,|     species
0  Bari2_062|
image2007.png,|     species
0  Bari2_062|
image2008.png,|     species
0  Bari2_062|
image2009.png,|     species
0  Bari2_062|
image2010.png,|     species
0  Bari2_062|
image2011.png,|     species
0  Bari2_062|
image2012.png,|     species
0  Bari2_062|
image2013.png,|     species
0  Bari2_062|
image2014.png,|     species
0  Bari2_062|
image2015.png,|     species
0  Bari2_062|
image2016.png,|     species
0  Bari2_062|
image2017.png,|     species
0  Bari2_062|
image2018.png,|     species
0  Bari2_062|
image2019.png,|     species
0  Bari2_062|
image2020.png,|     species
0  Bari2_062|
image2021.png,|     species
0  Bari2_062|
image2022.png,|     species
0  Bari2_062|
image2023.png,|     species
0  Bari2_062|
image2024.png,|     species
0  Bari2_062|
image2025.png,|     species
0  Bari2_062|
image2026.png,|     species
0  Bari2_062|
image2027.png,|     species
0  Bari2_062|
image2028.png,|     species
0  Bari2_062|
image2029.png,|     species
0  Bari2_062|
image2030.png,|     species
0  Bari2_062|
image2031.png,|     species
0  Bari2_062|
image2032.png,|     species
0  Bari2_062|
image2033.png,|     species
0  Bari2_062|
image2034.png,|     species
0  Bari2_062|
image2035.png,|     species
0  Bari2_062|
image2036.png,|     species
0  Bari2_062|
image2037.png,|     species
0  Bari2_062|
image2038.png,|     species
0  Bari2_062|
image2039.png,|     species
0  Bari2_062|
image2040.png,|     species
0  Bari2_062|
image2041.png,|     species
0  Bari2_062|
image2042.png,|     species
0  Bari2_062|
image2043.png,|     species
0  Bari2_062|
image2044.png,|     species
0  Bari2_062|
image2045.png,|     species
0  Bari2_062|
image2046.png,|     species
0  Bari2_062|
image2047.png,|     species
0  Bari2_062|
image2048.png,|     species
0  Bari2_062|
image2049.png,|     species
0  Bari2_062|
image2050.png,|     species
0  Bari2_062|
image2051.png,|     species
0  Bari2_062|
image2052.png,|     species
0  Bari2_062|
image2053.png,|     species
0  Bari2_062|
image2054.png,|     species
0  Bari2_062|
image2055.png,|     species
0  Bari2_062|
image2056.png,|     species
0  Bari2_062|
image2057.png,|     species
0  Bari2_062|
image2058.png,|     species
0  Bari2_062|
image2059.png,|     species
0  Bari2_062|
image2060.png,|     species
0  Bari2_062|
image2061.png,|     species
0  Bari2_062|
image2062.png,|     species
0  Bari2_062|
image2063.png,|     species
0  Bari2_062|
image2064.png,|     species
0  Bari2_062|
image2065.png,|     species
0  Bari2_062|
image2066.png,|     species
0  Bari2_062|
image2067.png,|     species
0  Bari2_062|
image2068.png,|     species
0  Bari2_062|
image2069.png,|     species
0  Bari2_062|
image2070.png,|     species
0  Bari2_062|
image2071.png,|     species
0  Bari2_062|
image2072.png,|     species
0  Bari2_062|
image2073.png,|     species
0  Bari2_062|
image2074.png,|     species
0  Bari2_062|
image2075.png,|     species
0  Bari2_062|
image2076.png,|     species
0  Bari2_062|
image2077.png,|     species
0  Bari2_062|
image2078.png,|     species
0  Bari2_062|
image2079.png,|     species
0  Bari2_062|
image2080.png,|     species
0  Bari2_062|
image2081.png,|     species
0  Bari2_062|
image2082.png,|     species
0  Bari2_062|
image2083.png,|     species
0  Bari2_062|
image2084.png,|     species
0  Bari2_062|
image2085.png,|     species
0  Bari2_062|
image2086.png,|     species
0  Bari2_062|
image2087.png,|     species
0  Bari2_062|
image2088.png,|     species
0  Bari2_062|
image2089.png,|     species
0  Bari2_062|
image2090.png,|     species
0  Bari2_062|
image2091.png,|     species
0  Bari2_062|
image2092.png,|     species
0  Bari2_062|
image2093.png,|     species
0  Bari2_062|
image2094.png,|     species
0  Bari2_062|
image2095.png,|     species
0  Bari2_062|
image2096.png,|     species
0  Bari2_062|
image2097.png,|     species
0  Bari2_062|
image2098.png,|     species
0  Bari2_062|
image2099.png,|     species
0  Bari2_062|
image2100.png,|     species
0  Bari2_062|
image2101.png,|     species
0  Bari2_062|
image2102.png,|     species
0  Bari2_062|
image2103.png,|     species
0  Bari2_062|
image2104.png,|     species
0  Bari2_062|
image2105.png,|     species
0  Bari2_062|
image2106.png,|     species
0  Bari2_062|
image2107.png,|     species
0  Bari2_062|
image2108.png,|     species
0  Bari2_062|
image2109.png,|     species
0  Bari2_062|
image2110.png,|     species
0  Bari2_062|
image2111.png,|     species
0  Bari2_062|
image2112.png,|     species
0  Bari2_062|
image2113.png,|     species
0  Bari2_062|
image2114.png,|     species
0  Bari2_062|
image2115.png,|     species
0  Bari2_062|
image2116.png,|     species
0  Bari2_062|
image2117.png,|     species
0  Bari2_062|
image2118.png,|     species
0  Bari2_062|
image2119.png,|     species
0  Bari2_062|
image2120.png,|     species
0  Bari2_062|
image2121.png,|     species
0  Bari2_062|
image2122.png,|     species
0  Bari2_062|
image2123.png,|     species
0  Bari2_062|
image2124.png,|     species
0  Bari2_062|
image2125.png,|     species
0  Bari2_062|
image2126.png,|     species
0  Bari2_062|
image2127.png,|     species
0  Bari2_062|
image2128.png,|     species
0  Bari2_062|
image2129.png,|     species
0  Bari2_062|
image2130.png,|     species
0  Bari2_062|
image2131.png,|     species
0  Bari2_062|
image2132.png,|     species
0  Bari2_062|
image2133.png,|     species
0  Bari2_062|
image2134.png,|     species
0  Bari2_062|
image2135.png,|     species
0  Bari2_062|
image2136.png,|     species
0  Bari2_062|
image2137.png,|     species
0  Bari2_062|
image2138.png,|     species
0  Bari2_062|
image2139.png,|     species
0  Bari2_062|
image2140.png,|     species
0  Bari2_062|
image2141.png,|     species
0  Bari2_062|
image2142.png,|     species
0  Bari2_062|
image2143.png,|     species
0  Bari2_062|
image2144.png,|     species
0  Bari2_062|
image2145.png,|     species
0  Bari2_062|
image2146.png,|     species
0  Bari2_062|
image2147.png,|     species
0  Bari2_062|
image2148.png,|     species
0  Bari2_062|
